DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_bin
200306785,2/16/2020 0:00,2/15/2020 0:00,2230,03,Southwest,0395,2,928,THREATENING PHONE CALLS/LETTERS,0421 1822 1912 1271,34,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,4100    LA SALLE                     AV,,34.0093,-118.3057,other
202010688,6/8/2020 0:00,6/8/2020 0:00,1000,20,Olympic,2002,2,850,INDECENT EXPOSURE,1822 0528 0432 1309 0369,31,F,O,102,SIDEWALK,,,IC,Invest Cont,850,,,,N  WILTON                       PL,MELROSE,34.0835,-118.3135,sex
200208735,4/8/2020 0:00,4/8/2020 0:00,1545,02,Rampart,0248,2,886,DISTURBING THE PEACE,0334 0361 0421 0319 1300 0202 0913,28,M,O,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,886,,,,300    COLUMBIA                     AV,,34.0594,-118.2644,other
200212058,7/1/2020 0:00,7/1/2020 0:00,0030,02,Rampart,0204,2,886,DISTURBING THE PEACE,0603 0361,46,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886,,,,900    MALTMAN                      AV,,34.0848,-118.2804,other
200305212,1/22/2020 0:00,1/16/2020 0:00,1625,03,Southwest,0398,2,928,THREATENING PHONE CALLS/LETTERS,0421 1912,30,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,600 W  42ND                         PL,,34.0063,-118.2842,other
200917457,11/19/2020 0:00,11/19/2020 0:00,1350,09,Van Nuys,0923,2,755,BOMB SCARE,0404 2040,46,M,H,721,HIGH SCHOOL,511,VERBAL THREAT,IC,Invest Cont,755,,,,14700    GILMORE                      ST,,34.1876,-118.4545,violent
201906831,2/26/2020 0:00,2/26/2020 0:00,1200,19,Mission,1984,2,850,INDECENT EXPOSURE,0529 1202,64,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,850,,,,8400    WILLIS                       AV,,34.2231,-118.4553,sex
202006821,2/28/2020 0:00,2/28/2020 0:00,0800,20,Olympic,2058,2,928,THREATENING PHONE CALLS/LETTERS,1906 1822,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,928,,,,900 S  WESTMORELAND                 AV,,34.0537,-118.2891,other
200800819,10/9/2020 0:00,10/9/2020 0:00,1930,08,West LA,0829,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1310 1402 0202,56,F,W,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,647,998,,,1700    CLUB VIEW                    DR,,34.061,-118.42,vandalism
200117260,8/6/2020 0:00,7/25/2020 0:00,1900,01,Central,0123,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0416 0917 1822 1212,26,M,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,300 W  1ST                          ST,,34.0536,-118.2455,violent
200113224,6/10/2020 0:00,5/30/2020 0:00,0100,01,Central,0153,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0447 1212 0416 1822,28,M,W,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,231,,,,SPRING                       ST,6TH                          ST,34.046,-118.2509,violent
201508347,4/3/2020 0:00,4/3/2020 0:00,0133,15,N Hollywood,1585,2,886,DISTURBING THE PEACE,,50,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886,,,,10900    BLUFFSIDE                    DR,,34.1414,-118.3686,other
200410755,7/13/2020 0:00,7/13/2020 0:00,2130,04,Hollenbeck,0478,2,886,DISTURBING THE PEACE,0443 0913 1276,26,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,886,,,,3400    SISKIYOU                     ST,,34.0265,-118.201,other
201210419,4/4/2020 0:00,4/4/2020 0:00,1840,12,77th Street,1243,2,940,EXTORTION,1906 1912 0337 0432,25,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1700 W  64TH                         ST,,33.9814,-118.3068,fraud
200120290,10/30/2020 0:00,10/28/2020 0:00,0035,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0917 1212 0447,0,X,X,101,STREET,505,EXPLOXIVE DEVICE,IC,Invest Cont,231,,,,1000 S  GRAND                        AV,,34.0421,-118.2614,violent
200907966,3/30/2020 0:00,3/29/2020 0:00,2030,09,Van Nuys,0994,2,886,DISTURBING THE PEACE,1501,98,M,O,710,OTHER PREMISE,310,CONCRETE BLOCK/BRICK,IC,Invest Cont,886,,,,4000    WOODMAN CANYON               AV,,34.1419,-118.4302,other
200906585,2/27/2020 0:00,2/26/2020 0:00,1740,09,Van Nuys,0911,2,940,EXTORTION,1906,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,15400    SHERMAN                      WY,,34.2012,-118.4684,fraud
201010682,7/4/2020 0:00,7/4/2020 0:00,2030,10,West Valley,1005,2,886,DISTURBING THE PEACE,1822 1202,67,F,W,101,STREET,,,IC,Invest Cont,886,,,,17900    HATTON                       ST,,34.21,-118.5228,other
200118108,9/17/2020 0:00,9/16/2020 0:00,2049,01,Central,0166,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0917 1212 1822 0400,0,M,X,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,6TH,SAN JULIAN,34.0435,-118.2471,violent
200709894,6/1/2020 0:00,6/1/2020 0:00,1905,07,Wilshire,0765,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1309 1822,0,M,W,101,STREET,307,VEHICLE,AA,Adult Arrest,231,,,,LA BREA,VENICE,34.0459,-118.3454,violent
200816200,11/8/2020 0:00,11/7/2020 0:00,1000,08,West LA,0849,2,886,DISTURBING THE PEACE,1501 0603 0361,58,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886,,,,1200 S  HOLT                         AV,,34.0561,-118.3784,other
211010888,8/3/2021 0:00,11/1/2020 0:00,1200,10,West Valley,1045,2,940,EXTORTION,0913 1814,48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,940,,,,17800    BURBANK                      BL,,34.1722,-118.5206,fraud
201908329,4/1/2020 0:00,4/1/2020 0:00,2215,19,Mission,1983,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0334 0443 2004 0906 1822,0,M,O,101,STREET,304,CLUB/BAT,AA,Adult Arrest,231,,,,SEPULVEDA,CHASE,34.2247,-118.4677,violent
201513003,7/23/2020 0:00,7/23/2020 0:00,1530,15,N Hollywood,1566,2,933,PROWLER,0314 2004,0,M,O,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,933,,,,10800 W  RIVERSIDE                    DR,,34.1524,-118.37,other
201713679,9/27/2020 0:00,9/24/2020 0:00,1210,17,Devonshire,1761,2,940,EXTORTION,1822 0421 0422 0337 1202,65,M,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,9500    HUNT CLUB                    LN,,34.2427,-118.622,fraud
200811641,7/8/2020 0:00,7/7/2020 0:00,1330,08,West LA,0804,2,850,INDECENT EXPOSURE,0500 0529 0603 0913,13,M,O,147,POOL-PUBLIC/OUTDOOR OR INDOOR*,,,AO,Adult Other,850,,,,2200    THE TERRACE,,34.1033,-118.4916,sex
201714504,10/21/2020 0:00,10/21/2020 0:00,1700,17,Devonshire,1785,2,940,EXTORTION,1822 0421 1912,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,18500    PRAIRIE                      ST,,34.2391,-118.5369,fraud
200122260,12/11/2020 0:00,12/11/2020 0:00,1210,01,Central,0162,2,762,LEWD CONDUCT,0910 1501 1822 0528,26,F,B,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,762,,,,7TH                          ST,FLOWER                       ST,34.0487,-118.2588,sex
200407297,3/25/2020 0:00,3/25/2020 0:00,1525,04,Hollenbeck,0409,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 0447 1300,25,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,HUNTINGTON                   DR,LOWELL                       AV,34.093,-118.1617,vandalism
201916637,11/7/2020 0:00,11/1/2020 0:00,1200,19,Mission,1954,2,940,EXTORTION,0337,64,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,15200    SEPTO                        ST,,34.2509,-118.4653,fraud
200914754,9/16/2020 0:00,9/10/2020 0:00,1200,09,Van Nuys,0971,2,940,EXTORTION,0913 1501,40,F,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,940,,,,15100    MOORPARK                     ST,,34.154,-118.4618,fraud
201117009,12/27/2020 0:00,12/27/2020 0:00,1400,11,Northeast,1107,2,940,EXTORTION,1501,74,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,1500    YOSEMITE                     DR,,34.1328,-118.1981,fraud
200306927,2/18/2020 0:00,2/18/2020 0:00,1705,03,Southwest,0374,2,886,DISTURBING THE PEACE,0558 2004 1251 1258,7,M,B,102,SIDEWALK,,,IC,Invest Cont,886,,,,3900    3RD                          AV,,34.0146,-118.3204,other
200415396,11/29/2020 0:00,11/29/2020 0:00,0835,04,Hollenbeck,0488,2,940,EXTORTION,0913 1501,48,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,3300    OPAL                         ST,,34.0224,-118.2043,fraud
200812271,7/21/2020 0:00,7/21/2020 0:00,1607,08,West LA,0832,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1822,0,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,231,,,,BARRINGTON,GOSHEN,34.0507,-118.4617,violent
200120116,10/28/2020 0:00,10/28/2020 0:00,0100,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1309 1212 1822,0,X,X,101,STREET,307,VEHICLE,AO,Adult Other,231,,,,OLIVE,OLYMPIC,34.0423,-118.2595,violent
200806056,2/12/2020 0:00,2/12/2020 0:00,2055,08,West LA,0828,2,805,PIMPING,1402 0337 1501,25,F,W,503,HOTEL,,,AA,Adult Arrest,805,998,,,900    HILGARD                      AV,,34.0641,-118.4411,sex
200710070,6/5/2020 0:00,5/30/2020 0:00,2145,07,Wilshire,0702,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212 0447,0,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,7500 W  MELROSE                      AV,,34.0837,-118.3532,violent
201213190,5/20/2020 0:00,5/20/2020 0:00,1400,12,77th Street,1249,2,850,INDECENT EXPOSURE,0529 1822,28,F,H,102,SIDEWALK,,,AA,Adult Arrest,850,,,,FIGUEROA                     AV,FLORENCE                     AV,33.9747,-118.2827,sex
201915907,10/20/2020 0:00,10/19/2020 0:00,2135,19,Mission,1972,2,928,THREATENING PHONE CALLS/LETTERS,1912,20,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,15300    RAYEN                        ST,,34.2337,-118.463,other
200715373,10/27/2020 0:00,10/27/2020 0:00,1826,07,Wilshire,0773,2,940,EXTORTION,0421 1912 1822,34,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,1900 S  RIDGELEY                     DR,,34.0398,-118.359,fraud
202011502,6/27/2020 0:00,6/27/2020 0:00,1435,20,Olympic,2029,2,762,LEWD CONDUCT,1822 0529 0528,43,M,W,107,VACANT LOT,,,IC,Invest Cont,762,,,,300 S  WESTMORELAND                 AV,,34.0677,-118.2879,sex
200609484,4/25/2020 0:00,4/25/2020 0:00,0350,06,Hollywood,0666,2,850,INDECENT EXPOSURE,2004 1822 0528 0529,24,F,W,102,SIDEWALK,,,AA,Adult Arrest,850,,,,6200    AFTON                        PL,,34.0953,-118.3241,sex
200616341,10/5/2020 0:00,10/5/2020 0:00,1920,06,Hollywood,0645,2,850,INDECENT EXPOSURE,0529 2004 1822,25,F,H,406,OTHER STORE,,,IC,Invest Cont,850,,,,7000 W  HOLLYWOOD                    BL,,34.1015,-118.3425,sex
201200546,2/13/2020 0:00,2/6/2020 0:00,0800,12,77th Street,1249,2,805,PIMPING,1402 1407 0913 0908 1309,19,F,B,101,STREET,,,AA,Adult Arrest,805,998,,,83RD                         ST,FIGUEROA,33.979,-118.2839,sex
200114964,7/17/2020 0:00,7/17/2020 0:00,0825,01,Central,0138,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1414 1402 0917 1212 0319 0416 1822,0,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,231,998,,,200 S  SAN PEDRO                    ST,,34.0487,-118.242,violent
210909955,5/31/2021 0:00,5/29/2020 0:00,0900,09,Van Nuys,0914,2,850,INDECENT EXPOSURE,0529,27,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,850,,,,14900    VOSE                         ST,,34.1985,-118.4591,sex
201607259,3/19/2020 0:00,3/18/2020 0:00,2100,16,Foothill,1684,2,806,PANDERING,1212 0908,0,F,H,101,STREET,,,AA,Adult Arrest,806,,,,LANKERSHIM                   BL,SATICOY,34.2085,-118.3878,other
202114828,10/15/2020 0:00,10/15/2020 0:00,0235,21,Topanga,2148,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 2004 0302 1822,35,M,X,503,HOTEL,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,231,,,,20100    VANOWEN                      ST,,34.1938,-118.5719,violent
200815250,10/14/2020 0:00,10/14/2020 0:00,0005,08,West LA,0803,2,940,EXTORTION,0913 1814,53,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,940,,,,1700 N  WESTRIDGE                    RD,,34.0643,-118.4933,fraud
201405338,1/23/2020 0:00,1/23/2020 0:00,0810,14,Pacific,1457,2,940,EXTORTION,1906 1912 0422,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,11800    CULVER                       BL,,33.9973,-118.4158,fraud
201613751,10/12/2020 0:00,10/12/2020 0:00,1530,16,Foothill,1695,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1419 1407 0302 1212 0334,0,F,W,102,SIDEWALK,103,RIFLE,AA,Adult Arrest,231,998,,,STAGG,CASE,34.2121,-118.3725,violent
200711426,7/8/2020 0:00,7/8/2020 0:00,1600,07,Wilshire,0732,2,850,INDECENT EXPOSURE,0529 1822,22,F,W,101,STREET,,,IC,Invest Cont,850,,,,LA JOLLA,WILSHIRE,34.0637,-118.3681,sex
200311179,5/11/2020 0:00,5/11/2020 0:00,1130,03,Southwest,0392,2,940,EXTORTION,0432 1202 1822 0422 0337 1916,64,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,5000    CRENSHAW                     BL,,33.9978,-118.3308,fraud
200611221,6/9/2020 0:00,6/1/2020 0:00,2200,06,Hollywood,0646,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 1822,31,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,231,,,,SCHRADER,SUNSET,34.098,-118.3324,violent
201410389,5/3/2020 0:00,5/3/2020 0:00,1850,14,Pacific,1444,2,850,INDECENT EXPOSURE,0400 0529 2004,55,F,O,101,STREET,,,IC,Invest Cont,850,,,,WASHINGTON                   BL,LINCOLN                      BL,33.9905,-118.4478,sex
201711550,7/24/2020 0:00,7/24/2020 0:00,1200,17,Devonshire,1757,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1822 1310 0447 1312,39,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,LASSEN                       ST,BALBOA                       BL,34.2503,-118.5024,vandalism
201221623,9/29/2020 0:00,9/26/2020 0:00,0540,12,77th Street,1269,2,762,LEWD CONDUCT,1814 0913 1906,25,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,762,,,,1000 E  84TH                         ST,,33.9629,-118.2573,sex
200218219,12/4/2020 0:00,12/4/2020 0:00,1700,02,Rampart,0249,2,940,EXTORTION,1501,42,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,1100    WILSHIRE                     BL,,34.0523,-118.2633,fraud
201313436,7/6/2020 0:00,7/5/2020 0:00,1934,13,Newton,1342,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212 0447 1309,0,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,KING                         BL,MAIN                         ST,34.0144,-118.2705,violent
202114827,10/15/2020 0:00,10/15/2020 0:00,0235,21,Topanga,2148,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 2004 0302 1822,35,M,X,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,231,,,,20100    VANOWEN                      ST,,34.1938,-118.5719,violent
200617158,10/24/2020 0:00,10/24/2020 0:00,1520,06,Hollywood,0637,2,762,LEWD CONDUCT,0500 0529,49,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,,,,6200 W  HOLLYWOOD                    BL,,34.103,-118.3225,sex
201415725,8/18/2020 0:00,8/18/2020 0:00,1800,14,Pacific,1485,2,940,EXTORTION,1915 1822 0940,21,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,8600    EL MANOR                     AV,,33.9586,-118.3988,fraud
200710270,6/10/2020 0:00,5/30/2020 0:00,1930,07,Wilshire,0713,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0447 0416 1822,30,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,STANLEY                      AV,BEVERLY                      BL,34.0761,-118.3563,violent
201605125,1/27/2020 0:00,1/27/2020 0:00,0900,16,Foothill,1642,2,850,INDECENT EXPOSURE,0529 1822 0528 1309,30,F,H,101,STREET,,,IC,Invest Cont,850,,,,VAN NUYS                     BL,KEWEN                        ST,34.2624,-118.4272,sex
201514090,8/18/2020 0:00,8/15/2020 0:00,0120,15,N Hollywood,1523,2,940,EXTORTION,,42,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,6100    WHITSETT                     AV,,34.1849,-118.4095,fraud
202017490,11/22/2020 0:00,11/20/2020 0:00,2200,20,Olympic,2074,2,928,THREATENING PHONE CALLS/LETTERS,1906 1822 0421,57,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,928,,,,1900 W  WASHINGTON                   BL,,34.04,-118.3008,other
200710078,6/5/2020 0:00,5/30/2020 0:00,2145,07,Wilshire,0702,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0447 1212,0,M,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,7500 W  MELROSE                      AV,,34.0837,-118.3532,violent
201312332,6/15/2020 0:00,6/15/2020 0:00,2000,13,Newton,1353,2,886,DISTURBING THE PEACE,,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,800 E  42ND                         PL,,34.0067,-118.2617,other
201411466,5/26/2020 0:00,5/26/2020 0:00,0148,14,Pacific,1443,2,933,PROWLER,1501,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,933,,,,2400    GLYNDON                      AV,,33.9958,-118.4491,other
200716136,11/19/2020 0:00,11/19/2020 0:00,0800,07,Wilshire,0724,2,762,LEWD CONDUCT,0528 0500,56,F,B,109,PARK/PLAYGROUND,,,AO,Adult Other,762,,,,100 N  GARDNER                      ST,,34.0735,-118.3571,sex
201507389,3/5/2020 0:00,3/5/2020 0:00,1430,15,N Hollywood,1557,2,940,EXTORTION,,23,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,10800    CAMARILLO                    ST,,34.1577,-118.3659,fraud
200811984,7/14/2020 0:00,7/13/2020 0:00,0705,08,West LA,0841,2,850,INDECENT EXPOSURE,2004 1822 0910 0500 0529,30,F,O,124,BUS STOP,,,IC,Invest Cont,850,,,,WILSHIRE                     BL,BROCKTON                     AV,34.0456,-118.4652,sex
200518409,12/31/2020 0:00,12/31/2020 0:00,0910,05,Harbor,0519,2,932,PEEPING TOM,0552 0913 0500 0602,0,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,932,,,,1500 E  O                            ST,,33.7926,-118.2455,sex
200508791,4/28/2020 0:00,4/27/2020 0:00,2200,05,Harbor,0516,2,940,EXTORTION,0337 1912,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1300 N  FRIES                        AV,,33.7887,-118.2655,fraud
200710071,6/5/2020 0:00,5/30/2020 0:00,2145,07,Wilshire,0702,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212 0447,0,M,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,7500 W  MELROSE                      AV,,34.0837,-118.3532,violent
200512825,8/8/2020 0:00,8/6/2020 0:00,1700,05,Harbor,0504,2,940,EXTORTION,1501 1912,39,F,B,203,OTHER BUSINESS,,,AO,Adult Other,940,,,,19500    NORMANDIE                    AV,,33.8535,-118.2992,fraud
201304363,1/7/2020 0:00,1/7/2020 0:00,1100,13,Newton,1322,2,940,EXTORTION,0432 1913 1915,21,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,600 E  25TH                         ST,,34.0235,-118.2626,fraud
200710199,6/9/2020 0:00,5/30/2020 0:00,1930,07,Wilshire,0702,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0447 1212 1822,42,M,W,103,ALLEY,306,ROCK/THROWN OBJECT,IC,Invest Cont,231,,,,MELROSE,GENESEE,34.0838,-118.3584,violent
201906870,2/27/2020 0:00,2/27/2020 0:00,1300,19,Mission,1969,2,940,EXTORTION,,60,M,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,940,,,,13200    BROMWICH                     ST,,34.2401,-118.424,fraud
201411013,5/17/2020 0:00,5/17/2020 0:00,0610,14,Pacific,1494,2,886,DISTURBING THE PEACE,1501 1402,20,M,B,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,886,998,,,700    WORLD WAY,,33.9432,-118.4013,other
201015762,12/5/2020 0:00,11/21/2020 0:00,0800,10,West Valley,1003,2,940,EXTORTION,1912 0913 1817,36,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,940,,,,7600    RESEDA                       BL,,34.2148,-118.5404,fraud
201800664,4/17/2020 0:00,4/17/2020 0:00,2030,18,Southeast,1849,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0447 1815 1822 0856,0,X,X,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,2100 E  115TH                        ST,,33.9305,-118.2349,violent
200404012,1/1/2020 0:00,1/1/2020 0:00,0230,04,Hollenbeck,0445,2,762,LEWD CONDUCT,2004 0500 0528 0529 1822,36,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,762,,,,2000    MARENGO                      ST,,34.0571,-118.2084,sex
200514213,9/16/2020 0:00,9/16/2020 0:00,0900,05,Harbor,0521,2,850,INDECENT EXPOSURE,1309 1822 0529,35,F,W,101,STREET,,,IC,Invest Cont,850,,,,28100 S  WESTERN                      AV,,33.7651,-118.3111,sex
200305529,1/26/2020 0:00,1/26/2020 0:00,1315,03,Southwest,0327,2,850,INDECENT EXPOSURE,1822 1251 0528 0529,21,F,H,102,SIDEWALK,,,IC,Invest Cont,850,,,,27TH                         ST,MONMOUTH                     AV,34.0303,-118.2849,sex
202116558,12/2/2020 0:00,12/2/2020 0:00,1000,21,Topanga,2157,2,940,EXTORTION,1915 0422 0443,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,20200    HAMLIN                       ST,,34.1907,-118.5753,fraud
200514911,10/5/2020 0:00,10/5/2020 0:00,1055,05,Harbor,0501,2,647,THROWING OBJECT AT MOVING VEHICLE,1300,42,M,H,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,647,,,,18700 S  NORMANDIE                    AV,,33.8607,-118.2992,vandalism
200105042,1/15/2020 0:00,1/15/2020 0:00,1120,01,Central,0158,2,850,INDECENT EXPOSURE,0529,24,M,B,101,STREET,,,IC,Invest Cont,850,,,,CENTRAL                      AV,7TH                          ST,34.0368,-118.2412,sex
202004109,1/1/2020 0:00,1/1/2020 0:00,1500,20,Olympic,2074,2,886,DISTURBING THE PEACE,1501,0,X,X,141,CEMETARY*,,,IC,Invest Cont,886,,,,WASHINGTON,NORMANDIE,34.04,-118.3008,other
200508819,4/28/2020 0:00,4/28/2020 0:00,1010,05,Harbor,0521,2,886,DISTURBING THE PEACE,0319 1202 1309 2021,65,M,A,103,ALLEY,,,AA,Adult Arrest,886,,,,1300 W  STONEWOOD                    CT,,33.7617,-118.3037,other
200112985,6/6/2020 0:00,5/29/2020 0:00,2215,01,Central,0135,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0400 0416 1212 0447 1822,54,F,O,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,231,,,,SPRING                       ST,2ND                          ST,34.0517,-118.2456,violent
200709812,5/31/2020 0:00,5/30/2020 0:00,1900,07,Wilshire,0713,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1822 0416 0447,0,X,X,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,231,,,,100 W  108TH                        ST,,34.0782,-118.3573,violent
201419080,10/21/2020 0:00,10/21/2020 0:00,1830,14,Pacific,1466,2,940,EXTORTION,0500 1915,20,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,7700    ANISE                        AV,,33.9699,-118.4054,fraud
200110676,4/17/2020 0:00,4/17/2020 0:00,1247,01,Central,0161,2,940,EXTORTION,1414 1822 1251 1501 1915,25,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,800    FRANCISCO                    ST,,34.0487,-118.2627,fraud
